Citizen_ID,Age,Gender,Annual_Income,Employment_Status,Family_Size,Education_Level,Social_Category,Disability,Rural_Urban,Scheme_Eligibility
380,54.0,Female,,,4,Graduate,SC,No,Rural,1
381,49.0,Female,605656.0,Employed,1,Secondary,SC,No,Urban,1
382,76.0,Female,776179.0,Employed,5,Secondary,General,No,Rural,0
383,72.0,Female,111160.0,Unemployed,2,,General,No,Urban,0
384,26.0,Male,731214.0,Employed,8,Primary,OBC,No,Rural,0
385,58.0,Male,,Unemployed,4,Primary,General,No,Urban,1
386,52.0,Male,524917.0,Employed,1,Secondary,OBC,No,Urban,0
387,36.0,Male,633072.0,Self-employed,10,Secondary,General,No,Rural,0
388,65.0,Other,441337.0,Employed,7,Secondary,OBC,No,Urban,1
389,33.0,Male,411788.0,Employed,2,Secondary,ST,No,Urban,0
390,20.0,Male,76797.0,Employed,3,Graduate,OBC,No,Urban,1
391,37.0,Female,,Employed,9,,General,Yes,Urban,0
392,41.0,Female,912552.0,Self-employed,9,Graduate,OBC,,Rural,1
393,71.0,Male,589068.0,Employed,2,Postgraduate,General,No,Urban,0
394,73.0,Male,,Employed,3,Primary,General,No,Rural,1
395,50.0,Male,989077.0,Employed,9,Secondary,OBC,No,Urban,1
396,41.0,Female,690337.0,Self-employed,1,Graduate,OBC,No,Urban,1
397,69.0,Male,703939.0,Employed,2,Graduate,OBC,No,Rural,1
398,28.0,Male,607647.0,Self-employed,2,Postgraduate,OBC,No,Urban,1
399,66.0,Female,378206.0,Employed,10,Postgraduate,SC,No,Urban,0
400,25.0,Male,647679.0,Employed,3,Secondary,General,No,Urban,0
401,53.0,Female,355607.0,Employed,10,Postgraduate,OBC,,Urban,1
402,55.0,Female,149596.0,Self-employed,3,Postgraduate,General,No,Urban,1
403,57.0,Male,821702.0,Self-employed,10,Secondary,OBC,No,Rural,0
404,37.0,Female,931450.0,Employed,2,Postgraduate,OBC,No,Urban,0
405,79.0,Female,853003.0,Employed,8,Primary,OBC,No,Urban,0
406,52.0,Male,724502.0,Unemployed,8,Graduate,General,No,Urban,0
407,65.0,Female,861536.0,Employed,8,Secondary,OBC,No,Rural,1
408,79.0,Female,58625.0,Employed,2,Secondary,General,No,Rural,1
409,42.0,Female,351343.0,Employed,9,Graduate,OBC,No,Urban,0
410,52.0,Male,432869.0,Employed,7,Secondary,General,No,Rural,0
411,42.0,Other,459142.0,Employed,5,Graduate,General,No,Rural,0
412,46.0,Male,343362.0,Employed,7,Graduate,General,No,Urban,0
413,35.0,Male,749832.0,Employed,8,Secondary,OBC,No,Rural,0
414,63.0,Male,404060.0,Self-employed,9,Secondary,OBC,No,Rural,1
415,35.0,Male,,Employed,2,Graduate,General,No,Rural,0
416,19.0,Female,594854.0,Unemployed,6,Graduate,OBC,No,Rural,0
417,71.0,Male,83205.0,Employed,9,Graduate,General,No,Rural,0
418,52.0,Male,159084.0,Unemployed,6,Graduate,General,No,Rural,1
419,33.0,Female,79717.0,Employed,2,Graduate,OBC,No,Rural,1
420,78.0,Male,755344.0,Unemployed,1,Secondary,OBC,No,Urban,0
421,58.0,Male,943724.0,Employed,3,Graduate,SC,No,Rural,0
422,53.0,Male,992639.0,Self-employed,5,Postgraduate,ST,No,Rural,1
423,50.0,Male,733524.0,Employed,7,Graduate,General,No,Urban,0
424,21.0,Male,350706.0,Employed,10,Graduate,General,No,Rural,1
425,50.0,Female,512326.0,Self-employed,10,Graduate,SC,No,Rural,0
426,31.0,Male,70169.0,Employed,3,Graduate,General,No,Rural,1
427,38.0,Male,,Employed,9,Graduate,SC,,Rural,0
428,65.0,Female,401814.0,Self-employed,10,Graduate,OBC,No,Urban,1
429,37.0,Female,,Employed,4,Graduate,SC,No,Rural,1
430,73.0,Male,400882.0,Employed,10,Secondary,General,No,Rural,0
431,25.0,Female,443900.0,Self-employed,2,Graduate,General,No,Rural,0
432,24.0,Male,702428.0,Employed,3,Postgraduate,OBC,Yes,Urban,0
433,20.0,Female,152537.0,Self-employed,5,Secondary,OBC,No,Rural,1
434,34.0,Female,820625.0,Employed,3,Postgraduate,OBC,No,Rural,0
435,50.0,Male,685589.0,Unemployed,5,Secondary,General,No,Urban,0
436,65.0,Female,320151.0,Employed,4,,ST,No,Rural,0
437,29.0,Male,951347.0,Self-employed,10,Graduate,OBC,,Urban,1
438,76.0,Female,281704.0,Employed,3,Graduate,General,No,Rural,0
439,68.0,Male,167419.0,Employed,6,Graduate,OBC,,Rural,1
440,39.0,Female,353931.0,,8,Secondary,SC,,Rural,1
441,72.0,Female,886014.0,Employed,4,Secondary,OBC,No,Rural,1
442,39.0,Female,780151.0,Unemployed,9,Graduate,General,No,Rural,0
443,63.0,Male,803158.0,Self-employed,6,Secondary,General,No,Urban,0
444,47.0,Female,920061.0,Employed,5,Graduate,SC,No,Rural,0
445,55.0,Female,842214.0,Unemployed,3,Graduate,OBC,No,Urban,0
446,55.0,Female,641058.0,Employed,5,Graduate,OBC,No,Rural,0
447,62.0,Female,631933.0,Employed,5,Secondary,ST,,Urban,0
448,68.0,Female,677797.0,Employed,4,Secondary,OBC,No,Urban,0
449,71.0,Male,280796.0,Unemployed,6,Secondary,SC,No,Rural,0
450,25.0,Male,999500.0,Employed,3,Primary,ST,No,Rural,1
451,44.0,Female,865636.0,Unemployed,10,Graduate,General,No,Urban,0
452,44.0,Male,591440.0,Employed,1,Graduate,OBC,No,Rural,1
453,51.0,Other,574154.0,Unemployed,7,Secondary,General,No,Urban,0
454,38.0,Female,498402.0,Employed,7,Secondary,OBC,No,Urban,0
455,47.0,Female,813260.0,Self-employed,4,Primary,OBC,Yes,Rural,0
456,50.0,Male,402699.0,Employed,9,Graduate,OBC,No,Urban,1
457,45.0,Female,266096.0,Employed,2,Primary,ST,No,Rural,0
458,64.0,Female,808019.0,Employed,1,Postgraduate,General,No,Rural,0
459,50.0,Female,331833.0,Unemployed,3,Secondary,General,No,Rural,0
460,,Female,756050.0,Employed,7,Secondary,OBC,No,Rural,0
461,77.0,Male,537258.0,Unemployed,9,Primary,General,Yes,Rural,1
462,78.0,Female,395395.0,Employed,2,Graduate,General,No,Rural,0
463,65.0,Female,238392.0,,6,Graduate,SC,No,Urban,1
464,36.0,Male,761451.0,Employed,3,Graduate,ST,No,Rural,1
465,21.0,Male,418709.0,Employed,5,Secondary,ST,No,Rural,0
466,52.0,Female,522517.0,Employed,9,Secondary,General,No,Rural,1
467,66.0,Female,989446.0,Employed,3,Secondary,SC,,Rural,0
468,34.0,Other,88712.0,Employed,1,Graduate,OBC,No,Urban,0
469,61.0,Female,831675.0,Self-employed,5,Secondary,OBC,Yes,Rural,0
470,45.0,Male,286502.0,,1,,OBC,Yes,Urban,1
471,47.0,Male,246349.0,Unemployed,8,Secondary,General,No,Rural,1
472,46.0,Male,361776.0,Employed,7,Secondary,OBC,,Urban,1
473,63.0,Male,594766.0,Employed,2,Graduate,OBC,No,Rural,1
474,70.0,Male,72551.0,,9,Primary,General,,Urban,1
475,23.0,Male,98068.0,Employed,5,Graduate,ST,No,Rural,0
476,52.0,Male,143608.0,Self-employed,7,Secondary,ST,,Rural,0
477,77.0,Female,609849.0,Employed,4,Primary,General,No,Urban,0
478,58.0,Male,183964.0,Self-employed,1,Postgraduate,General,No,Urban,1
479,54.0,Female,336539.0,Employed,8,Secondary,OBC,No,Rural,0
480,41.0,Female,593044.0,Unemployed,1,Graduate,ST,No,Urban,1
481,46.0,Male,297652.0,Employed,3,Graduate,General,,Urban,1
482,66.0,Male,301227.0,Self-employed,6,Secondary,OBC,No,Rural,1
483,63.0,Male,378477.0,Employed,8,Postgraduate,General,No,Rural,1
484,70.0,Male,516961.0,Unemployed,8,Secondary,General,No,Rural,1
485,48.0,Female,,Self-employed,2,Graduate,ST,No,Rural,1
486,52.0,Male,754666.0,Employed,9,Graduate,General,,Rural,0
487,77.0,Male,726706.0,Employed,4,Postgraduate,SC,No,Rural,0
488,50.0,Male,949993.0,Employed,4,Graduate,General,No,Rural,0
489,69.0,Other,864456.0,Employed,2,Graduate,General,No,Rural,0
490,80.0,Female,800310.0,Employed,1,Graduate,OBC,No,Rural,0
491,78.0,Female,561984.0,Employed,10,Secondary,OBC,No,Rural,0
492,38.0,Male,484034.0,Employed,7,Graduate,SC,No,Rural,1
493,49.0,Female,,Unemployed,10,Secondary,SC,Yes,Rural,0
494,40.0,Female,529456.0,Unemployed,3,Graduate,OBC,No,Rural,1
495,50.0,Female,177192.0,Employed,4,Graduate,General,No,Urban,1
496,20.0,Other,831879.0,Self-employed,9,Postgraduate,OBC,,Urban,1
497,35.0,Male,930670.0,Self-employed,6,Graduate,ST,No,Rural,0
498,42.0,Female,379572.0,Employed,1,Graduate,General,No,Rural,0
499,59.0,Female,997258.0,Employed,9,Secondary,ST,No,Urban,1
500,48.0,Male,375499.0,Employed,9,Secondary,General,No,Rural,1
501,71.0,Male,501457.0,Unemployed,5,Graduate,OBC,No,Rural,1
502,75.0,Other,512176.0,Unemployed,8,Graduate,OBC,,Rural,1
503,20.0,Male,966390.0,Employed,7,Graduate,ST,No,Rural,0
504,57.0,Female,832780.0,Unemployed,8,Graduate,General,No,Rural,0
505,63.0,Other,288826.0,Employed,9,Secondary,SC,No,Urban,0
506,41.0,Female,718778.0,Employed,2,Graduate,SC,No,Rural,1
507,67.0,Male,800782.0,Unemployed,10,Secondary,OBC,No,Urban,0
508,49.0,Female,805679.0,Unemployed,5,Secondary,General,No,Rural,0
509,64.0,Male,531809.0,Employed,8,Primary,SC,No,Rural,0
510,39.0,Female,236256.0,Employed,3,Graduate,General,No,Rural,1
511,40.0,Male,972337.0,Self-employed,6,Graduate,General,No,Urban,1
512,19.0,Female,819606.0,Employed,6,Secondary,OBC,No,Rural,0
513,80.0,Female,222905.0,Unemployed,7,Graduate,OBC,No,Rural,0
514,44.0,Female,443781.0,Employed,3,Secondary,OBC,No,Rural,0
515,59.0,Female,68402.0,Employed,8,Graduate,OBC,No,Rural,1
516,19.0,Female,223917.0,Employed,8,Graduate,OBC,No,Rural,0
517,43.0,Female,650139.0,Employed,9,Primary,SC,Yes,Urban,0
518,34.0,Male,62834.0,Unemployed,8,Postgraduate,OBC,No,Rural,1
519,57.0,Female,642138.0,Employed,3,Primary,ST,No,Rural,1
520,50.0,Male,87180.0,Employed,6,Graduate,OBC,No,Urban,0
521,26.0,Female,447099.0,Employed,9,Graduate,OBC,No,Urban,0
522,60.0,Male,683976.0,Employed,1,Secondary,General,No,Rural,0
523,71.0,Male,256659.0,Self-employed,3,Graduate,OBC,No,Urban,0
524,65.0,Female,418664.0,Unemployed,2,Secondary,ST,No,Rural,1
525,56.0,Male,848127.0,Employed,8,Postgraduate,SC,No,Urban,0
526,46.0,Male,177135.0,Unemployed,6,Secondary,OBC,No,Rural,1
527,59.0,Female,204195.0,Unemployed,10,Secondary,OBC,No,Rural,1
528,72.0,Female,632769.0,Unemployed,8,,OBC,No,Urban,0
529,43.0,Female,647726.0,Employed,2,Primary,OBC,No,Rural,1
530,52.0,Male,685779.0,Employed,6,Graduate,General,No,Rural,0
531,67.0,Female,572741.0,Employed,7,Postgraduate,General,No,Rural,0
532,42.0,Male,460789.0,Self-employed,8,Graduate,SC,No,Rural,1
533,41.0,Female,696132.0,Unemployed,9,Secondary,General,No,Urban,1
534,30.0,Female,407054.0,Employed,5,Graduate,SC,No,Rural,1
535,77.0,Female,106494.0,Employed,3,Postgraduate,OBC,No,Rural,1
536,,Male,455504.0,Employed,2,Secondary,OBC,No,Urban,0
537,24.0,Male,883410.0,Employed,8,Graduate,OBC,No,Urban,1
538,74.0,Male,429989.0,Self-employed,1,Secondary,OBC,No,Rural,0
539,53.0,Male,967053.0,Employed,10,Postgraduate,General,No,Urban,1
540,62.0,Male,781455.0,Employed,6,Graduate,OBC,No,Rural,1
541,37.0,Female,104672.0,Self-employed,2,Graduate,OBC,No,Urban,1
542,18.0,Male,636109.0,Employed,3,Postgraduate,ST,No,Urban,0
543,25.0,Female,920093.0,Unemployed,8,Secondary,OBC,No,Urban,1
544,63.0,Male,119224.0,Employed,1,Primary,SC,No,Urban,1
545,33.0,Female,925837.0,Employed,6,Secondary,OBC,No,Rural,1
546,31.0,Female,284745.0,Employed,3,Secondary,ST,No,Rural,1
547,,Male,104796.0,Unemployed,6,Graduate,ST,No,Rural,0
548,68.0,Male,487922.0,Employed,3,Graduate,SC,No,Urban,0
549,40.0,Female,702842.0,Employed,8,Secondary,SC,No,Urban,1
550,32.0,Male,435921.0,Unemployed,5,Graduate,OBC,No,Rural,0
551,45.0,Female,316167.0,Employed,4,Graduate,OBC,,Rural,1
552,51.0,Female,,Employed,9,Secondary,ST,No,Urban,0
553,19.0,Female,787996.0,Employed,5,Secondary,OBC,No,Rural,0
554,49.0,Male,217807.0,Employed,4,Graduate,OBC,No,Urban,0
555,40.0,Female,909391.0,Unemployed,8,Graduate,OBC,No,Urban,0
556,80.0,Female,613506.0,Unemployed,8,Postgraduate,General,No,Rural,1
557,39.0,Female,979717.0,Self-employed,8,Secondary,OBC,No,Rural,1
558,68.0,Male,544735.0,Unemployed,4,Graduate,General,No,Urban,0
559,42.0,Female,565729.0,Employed,1,Graduate,OBC,No,Rural,1
560,75.0,Female,279766.0,Self-employed,2,Primary,General,,Rural,1
561,80.0,Female,864892.0,Employed,4,Primary,General,,Rural,1
562,79.0,Male,961011.0,Employed,10,Secondary,General,No,Rural,0
563,78.0,Female,901112.0,Employed,2,Secondary,General,No,Rural,0
564,39.0,Male,81017.0,Employed,10,Secondary,SC,No,Urban,0
565,75.0,Female,404182.0,Unemployed,3,Graduate,SC,,Urban,0
566,75.0,Female,998494.0,Employed,9,Graduate,OBC,,Rural,1
567,39.0,Female,593803.0,Employed,9,Graduate,OBC,No,Urban,1
568,66.0,Female,473207.0,Employed,9,Secondary,General,No,Rural,1
569,69.0,Male,450850.0,Employed,7,Graduate,SC,No,Rural,0
570,59.0,Other,258106.0,Employed,4,Graduate,General,No,Rural,0
571,23.0,Male,996881.0,Unemployed,1,Postgraduate,SC,Yes,Urban,1
572,32.0,Female,869433.0,Employed,3,Postgraduate,ST,No,Urban,0
573,71.0,Female,575679.0,Self-employed,8,Graduate,General,No,Rural,1
574,60.0,Female,,Employed,4,Graduate,SC,No,Rural,0
575,77.0,Male,,Employed,10,Secondary,OBC,No,Urban,0
576,54.0,Female,354359.0,,10,Primary,SC,,Rural,1
577,50.0,Female,654008.0,Self-employed,2,Graduate,General,No,Urban,1
578,25.0,Male,339258.0,Employed,8,Graduate,General,,Rural,1
579,70.0,Female,717242.0,Unemployed,7,Graduate,General,No,Urban,0
580,77.0,Male,949574.0,Self-employed,10,Graduate,OBC,No,Rural,1
581,61.0,Male,722633.0,Self-employed,9,Graduate,OBC,No,Rural,0
582,61.0,Male,418350.0,Unemployed,2,Secondary,SC,,Urban,0
583,22.0,Male,619935.0,Unemployed,5,Secondary,ST,No,Rural,0
584,56.0,Female,,Employed,6,Primary,OBC,No,Rural,1
585,21.0,Male,,Self-employed,2,Graduate,OBC,No,Rural,0
586,23.0,Male,616967.0,Employed,2,Graduate,ST,No,Rural,1
587,62.0,Male,312571.0,Self-employed,10,Postgraduate,SC,No,Rural,1
588,49.0,Female,802312.0,Employed,4,Graduate,ST,No,Rural,1
589,69.0,Female,966101.0,Employed,8,Secondary,OBC,No,Rural,0
590,47.0,Male,640555.0,Employed,5,Secondary,SC,No,Urban,0
591,64.0,Male,50799.0,Employed,9,Graduate,SC,No,Rural,1
592,52.0,Female,367803.0,Employed,4,Postgraduate,SC,,Rural,1
593,72.0,Male,,Employed,3,Secondary,General,,Urban,1
594,57.0,Female,581313.0,Unemployed,10,Graduate,ST,No,Urban,0
595,69.0,Male,588769.0,Unemployed,8,Secondary,General,No,Rural,0
596,33.0,Female,337555.0,Employed,1,Secondary,OBC,No,Rural,0
597,30.0,Male,802254.0,Unemployed,9,Postgraduate,OBC,No,Rural,0
598,67.0,Female,680216.0,Employed,4,Primary,SC,No,Rural,0
599,77.0,Male,697302.0,Employed,9,Graduate,OBC,No,Urban,0
600,59.0,Other,458177.0,Unemployed,8,Primary,ST,No,Urban,1
601,47.0,Male,464983.0,Self-employed,3,Graduate,SC,No,Urban,1
602,36.0,Female,564111.0,Employed,3,Graduate,General,No,Rural,1
603,34.0,Male,101690.0,Employed,9,Postgraduate,OBC,,Rural,1
604,73.0,Male,627158.0,Employed,3,Secondary,ST,No,Rural,1
605,80.0,Female,741495.0,Employed,4,Secondary,OBC,,Rural,0
606,36.0,Male,136928.0,Employed,9,Graduate,OBC,No,Rural,0
607,45.0,Female,571921.0,Self-employed,4,Secondary,General,No,Urban,0
608,75.0,Female,784158.0,Self-employed,3,Graduate,OBC,No,Urban,1
609,72.0,Female,645053.0,Unemployed,7,Graduate,SC,No,Rural,0
610,43.0,Male,335916.0,Employed,6,Secondary,SC,No,Rural,0
611,54.0,Female,966849.0,Unemployed,1,Graduate,OBC,No,Rural,0
612,43.0,Male,855231.0,Employed,10,Graduate,OBC,No,Urban,1
613,70.0,Female,424195.0,Employed,8,Postgraduate,OBC,No,Urban,1
614,79.0,Female,704229.0,Employed,1,Secondary,General,No,Rural,0
615,40.0,Female,73555.0,Unemployed,4,Secondary,OBC,,Urban,0
616,80.0,Female,928584.0,Self-employed,6,Secondary,OBC,No,Urban,0
617,26.0,Female,439363.0,Employed,6,Secondary,General,No,Urban,0
618,29.0,Male,986837.0,Employed,7,Secondary,SC,No,Rural,0
619,70.0,Female,,Employed,5,Postgraduate,OBC,,Rural,0
620,18.0,Male,431977.0,Self-employed,5,,General,No,Rural,1
621,75.0,Female,905434.0,Employed,4,Secondary,OBC,No,Rural,0
622,75.0,Female,358697.0,Employed,6,Primary,OBC,No,Urban,1
623,18.0,Female,315232.0,Unemployed,7,Secondary,SC,No,Rural,0
624,64.0,Male,620071.0,Employed,10,Primary,General,No,Urban,1
625,51.0,Female,575403.0,Employed,10,Graduate,OBC,No,Rural,1
626,49.0,Male,773486.0,Employed,1,Graduate,General,No,Rural,1
627,79.0,Male,122908.0,Unemployed,9,Secondary,SC,No,Rural,1
628,71.0,Male,643397.0,Employed,8,Secondary,SC,No,Rural,1
629,65.0,Male,839410.0,Self-employed,7,Graduate,OBC,No,Rural,0
630,42.0,Male,421087.0,Unemployed,9,Secondary,ST,No,Urban,0
631,57.0,Female,59422.0,Employed,3,Primary,General,No,Urban,0
632,,Male,224698.0,Employed,10,Postgraduate,General,,Rural,0
633,70.0,Male,663521.0,Employed,4,Graduate,OBC,No,Urban,0
634,18.0,Female,892606.0,Employed,7,Graduate,SC,Yes,Rural,0
635,33.0,Male,539572.0,Self-employed,6,Postgraduate,ST,No,Rural,0
636,78.0,Female,87743.0,Self-employed,2,Graduate,OBC,No,Rural,1
637,56.0,Female,775821.0,Employed,2,Graduate,SC,No,Rural,1
638,80.0,Female,500415.0,Employed,10,Postgraduate,General,,Rural,1
639,22.0,Female,442432.0,Employed,7,Secondary,SC,Yes,Urban,0
640,39.0,Female,703288.0,Employed,9,Postgraduate,OBC,No,Urban,0
641,46.0,Female,434922.0,Employed,9,Secondary,General,No,Urban,0
642,72.0,Male,603718.0,Employed,7,Secondary,OBC,No,Urban,0
643,20.0,Female,78834.0,Self-employed,8,Graduate,General,No,Urban,1
644,29.0,Male,,Employed,10,Postgraduate,General,No,Rural,0
645,43.0,Female,137212.0,Employed,3,Graduate,OBC,No,Rural,0
646,33.0,Male,630085.0,Self-employed,1,Secondary,OBC,Yes,Urban,1
647,68.0,Female,486770.0,Employed,7,Graduate,ST,No,Urban,0
648,54.0,Male,628843.0,Employed,8,Graduate,General,No,Rural,1
649,39.0,Female,135350.0,Employed,2,Secondary,OBC,No,Rural,0
650,74.0,Male,64716.0,,9,,General,,Rural,1
651,46.0,Female,110261.0,Self-employed,4,Secondary,OBC,Yes,Rural,1
652,31.0,Female,995032.0,Self-employed,10,Secondary,SC,No,Urban,0
653,45.0,Male,,Self-employed,9,Secondary,General,No,Rural,0
654,22.0,Female,596702.0,Self-employed,3,Secondary,SC,Yes,Rural,0
655,64.0,Female,719204.0,Employed,8,Graduate,General,No,Rural,0
656,66.0,Female,742019.0,Self-employed,2,Secondary,ST,No,Urban,1
657,47.0,Male,65522.0,Self-employed,3,Graduate,OBC,No,Rural,1
658,63.0,Male,548665.0,Employed,1,Secondary,OBC,No,Urban,1
659,79.0,Male,441776.0,Employed,5,Graduate,General,No,Rural,0
660,69.0,Male,910466.0,Employed,4,Graduate,General,No,Rural,0
661,22.0,Female,878754.0,Employed,1,Secondary,General,,Rural,0
662,29.0,Male,379782.0,Employed,10,Graduate,OBC,No,Rural,0
663,33.0,Female,937766.0,Self-employed,9,Graduate,SC,No,Rural,0
664,,Male,713884.0,Self-employed,6,Graduate,OBC,No,Rural,0
665,43.0,Female,605134.0,Employed,6,Graduate,OBC,No,Urban,0
666,65.0,Female,910075.0,Employed,2,Graduate,General,No,Rural,0
667,38.0,Female,689218.0,Self-employed,7,Postgraduate,General,No,Urban,1
668,56.0,Male,336543.0,Unemployed,9,Secondary,OBC,No,Rural,0
669,53.0,Male,780520.0,Employed,6,Graduate,General,,Rural,0
670,50.0,Male,273734.0,Unemployed,8,Primary,General,No,Rural,1
671,79.0,Male,794027.0,Self-employed,5,Primary,General,No,Urban,1
672,47.0,Male,173182.0,Self-employed,2,Secondary,OBC,No,Rural,1
673,,Male,98591.0,Employed,4,Postgraduate,General,,Rural,0
674,40.0,Male,201786.0,Employed,1,Graduate,OBC,No,Rural,0
675,75.0,Female,348021.0,Self-employed,1,Secondary,SC,No,Urban,1
676,27.0,Male,134106.0,,6,Secondary,SC,No,Urban,1
677,71.0,Female,652306.0,Unemployed,2,Postgraduate,SC,No,Rural,1
678,22.0,Male,411998.0,Employed,6,Secondary,SC,,Urban,1
679,53.0,Female,214486.0,Employed,1,Secondary,SC,No,Rural,0
680,51.0,Female,,Employed,10,Postgraduate,General,No,Rural,1
681,69.0,Female,660864.0,Employed,3,Graduate,OBC,No,Urban,1
682,48.0,Female,784303.0,Self-employed,9,Secondary,OBC,No,Urban,1
683,27.0,Male,828952.0,Employed,2,Graduate,OBC,No,Urban,1
684,75.0,Female,750828.0,Self-employed,8,Postgraduate,OBC,No,Rural,1
685,36.0,Male,785062.0,Self-employed,6,Postgraduate,SC,No,Rural,0
686,75.0,Male,777468.0,Employed,6,Primary,ST,No,Urban,1
687,49.0,Female,142508.0,Unemployed,7,Secondary,General,,Rural,1
688,18.0,Female,358979.0,Employed,5,Secondary,General,No,Urban,0
689,73.0,Male,768693.0,Unemployed,4,Graduate,OBC,No,Urban,1
690,22.0,Female,616752.0,Employed,6,Graduate,OBC,No,Rural,0
691,62.0,Female,948886.0,Employed,8,Secondary,ST,No,Rural,0
692,21.0,Male,728283.0,Employed,4,Graduate,OBC,,Rural,1
693,33.0,Male,166062.0,Unemployed,5,Graduate,OBC,No,Rural,0
694,41.0,Male,903877.0,Self-employed,7,Graduate,General,No,Urban,0
695,33.0,Male,422598.0,Employed,6,Postgraduate,SC,No,Rural,1
696,72.0,Male,958338.0,Employed,4,Graduate,General,No,Rural,1
697,19.0,Male,672672.0,Employed,4,Secondary,OBC,No,Urban,0
698,66.0,Male,772979.0,Self-employed,10,Graduate,OBC,,Rural,1
699,45.0,Female,,Employed,4,Graduate,OBC,No,Rural,0
700,49.0,Female,372176.0,Unemployed,1,Secondary,OBC,No,Urban,0
701,44.0,Other,425665.0,Employed,5,Graduate,OBC,No,Urban,0
702,37.0,Male,952810.0,Employed,8,Primary,SC,No,Rural,0
703,41.0,Female,591428.0,Self-employed,7,Primary,OBC,No,Urban,0
704,29.0,Female,314814.0,Unemployed,5,Secondary,ST,No,Rural,0
705,67.0,Female,348663.0,Unemployed,3,Postgraduate,SC,No,Urban,0
706,52.0,Male,618800.0,Employed,1,Graduate,SC,No,Rural,1
707,77.0,Female,153565.0,Self-employed,7,Primary,OBC,No,Rural,0
708,50.0,Male,720051.0,Employed,3,Postgraduate,SC,No,Rural,0
709,50.0,Male,941588.0,Self-employed,4,Graduate,SC,No,Rural,0
710,78.0,Female,739622.0,Employed,5,Graduate,OBC,No,Rural,0
711,68.0,Female,235964.0,Employed,8,Secondary,General,No,Urban,0
712,60.0,Male,599883.0,Employed,7,Secondary,General,No,Urban,0
713,54.0,Female,238279.0,Employed,9,Graduate,General,,Urban,1
714,29.0,Female,296661.0,Employed,3,Graduate,OBC,No,Rural,1
715,20.0,Female,214512.0,Self-employed,10,,OBC,No,Urban,1
716,18.0,Female,320774.0,Unemployed,1,Graduate,General,No,Urban,0
717,50.0,Male,474466.0,Self-employed,1,Graduate,ST,No,Rural,1
718,57.0,Other,310300.0,Employed,10,Secondary,SC,No,Rural,0
719,27.0,Female,289644.0,Employed,1,Graduate,OBC,No,Rural,0
720,60.0,Male,804108.0,Self-employed,2,Secondary,ST,No,Rural,1
721,61.0,Female,943893.0,Employed,2,Primary,OBC,,Urban,0
722,46.0,Female,782878.0,Employed,7,Secondary,OBC,No,Rural,1
723,30.0,Female,124191.0,Self-employed,9,Graduate,SC,No,Rural,0
724,29.0,Female,150591.0,Employed,8,Postgraduate,General,No,Urban,0
725,48.0,Female,638041.0,Employed,4,Secondary,OBC,No,Rural,1
726,63.0,Female,553477.0,Self-employed,2,Secondary,OBC,No,Rural,0
727,19.0,Female,634808.0,Employed,3,Primary,General,No,Rural,0
728,78.0,Female,316152.0,Self-employed,10,Postgraduate,SC,No,Rural,0
729,68.0,Male,487680.0,Employed,5,,General,,Rural,1
730,67.0,Female,419552.0,Unemployed,9,Postgraduate,OBC,No,Urban,0
731,52.0,Male,312640.0,Employed,8,Postgraduate,OBC,No,Rural,1
732,40.0,Female,,Unemployed,3,Secondary,General,No,Rural,1
733,34.0,Female,335356.0,Employed,9,Secondary,OBC,No,Rural,0
734,43.0,Female,857069.0,Self-employed,10,,SC,No,Rural,1
735,25.0,Female,,Employed,3,Primary,SC,No,Urban,1
